61.	Thursday, May 18, 2017	09	13	18	42	43	07
60.	Monday, May 15, 2017	01	35	39	45	46	04
59.	Thursday, May 11, 2017	01	13	24	28	47	07
58.	Monday, May 08, 2017	07	25	26	37	48	03
57.	Thursday, May 04, 2017	12	14	23	27	39	03
56.	Monday, May 01, 2017	05	15	19	34	41	06
55.	Thursday, April 27, 2017	02	10	13	24	37	05
54.	Monday, April 24, 2017	08	15	36	40	47	05
53.	Thursday, April 20, 2017	12	24	32	33	42	07
52.	Monday, April 17, 2017	09	17	20	43	48	01
51.	Thursday, April 13, 2017	03	06	10	39	44	06
50.	Monday, April 10, 2017	01	25	33	37	41	05
49.	Thursday, April 06, 2017	06	17	26	27	36	03
48.	Monday, April 03, 2017	03	05	06	29	33	04
47.	Thursday, March 30, 2017	02	20	22	34	40	02
46.	Monday, March 27, 2017	10	14	20	29	33	02
45.	Thursday, March 23, 2017	20	27	34	43	47	04
44.	Monday, March 20, 2017	03	04	05	35	42	06
43.	Thursday, March 16, 2017	01	05	24	27	41	05
42.	Monday, March 13, 2017	04	25	31	38	42	02
41.	Thursday, March 09, 2017	08	30	31	38	40	01
40.	Monday, March 06, 2017	06	10	13	28	47	05
39.	Thursday, March 02, 2017	19	27	31	41	43	02
38.	Monday, February 27, 2017	04	08	14	22	34	01
37.	Thursday, February 23, 2017	11	20	21	24	39	01
36.	Monday, February 20, 2017	08	12	14	16	44	01
35.	Thursday, February 16, 2017	02	05	20	21	47	07
34.	Monday, February 13, 2017	07	15	23	30	47	01
33.	Thursday, February 09, 2017	07	09	33	34	48	01
32.	Monday, February 06, 2017	04	42	46	47	48	07
31.	Thursday, February 02, 2017	06	07	31	34	38	02
30.	Monday, January 30, 2017	16	19	32	35	44	03
29.	Thursday, January 26, 2017	19	25	27	34	44	01
28.	Monday, January 23, 2017	10	31	40	42	46	02
27.	Thursday, January 19, 2017	05	07	11	13	32	06
26.	Monday, January 16, 2017	03	19	24	37	46	06
25.	Thursday, January 12, 2017	11	17	24	35	38	06
24.	Monday, January 09, 2017	21	26	27	30	47	01
23.	Thursday, January 05, 2017	20	26	37	45	49	05
22.	Monday, January 02, 2017	06	25	26	42	47	03
21.	Thursday, December 29, 2016	06	16	40	43	46	06
20.	Monday, December 26, 2016	05	18	26	42	45	04
19.	Thursday, December 22, 2016	04	07	08	38	40	06
18.	Monday, December 19, 2016	03	09	10	13	25	04
17.	Thursday, December 15, 2016	24	28	36	39	48	03
16.	Monday, December 12, 2016	06	07	10	14	33	05
15.	Thursday, December 08, 2016	06	07	28	30	38	06
14.	Monday, December 05, 2016	16	24	29	37	40	03
13.	Thursday, December 01, 2016	04	23	34	39	40	03
12.	Monday, November 28, 2016	02	14	30	34	43	07
11.	Thursday, November 24, 2016	02	10	14	40	45	03
10.	Monday, November 21, 2016	17	23	28	30	48	05
9.	Thursday, November 17, 2016	02	05	09	17	44	01
8.	Monday, November 14, 2016	08	12	17	23	29	03
7.	Thursday, November 10, 2016	01	11	16	46	48	05
6.	Monday, November 07, 2016	10	21	23	30	32	05
5.	Thursday, November 03, 2016	09	12	19	24	39	04
4.	Monday, October 31, 2016	03	14	25	30	45	02
3.	Thursday, October 27, 2016	05	14	24	30	34	07
2.	Monday, October 24, 2016	08	09	28	36	48	01
1.	Thursday, October 20, 2016	08	14	18	35	37	05
