2009	Wednesday, May 09, 2018	8	11	25	29	41	42
2008	Saturday, May 05, 2018	12	23	25	26	34	47
2007	Wednesday, May 02, 2018	2	9	14	20	25	44
2006	Saturday, April 28, 2018	6	10	18	23	40	44
2005	Wednesday, April 25, 2018	6	7	15	20	39	40
2004	Saturday, April 21, 2018	5	19	34	37	44	48
2003	Wednesday, April 18, 2018	5	22	27	31	42	47
2002	Saturday, April 14, 2018	24	27	29	36	46	48
2001	Wednesday, April 11, 2018	2	9	14	29	35	48
2000	Saturday, April 07, 2018	2	5	13	18	30	47
1999	Wednesday, April 04, 2018	8	14	24	27	32	35
1998	Saturday, March 31, 2018	8	13	22	26	46	48
1997	Wednesday, March 28, 2018	3	8	9	19	30	34
1996	Saturday, March 24, 2018	3	5	21	28	29	40
1995	Wednesday, March 21, 2018	3	22	37	40	42	44
1994	Saturday, March 17, 2018	10	22	37	41	44	47
1993	Wednesday, March 14, 2018	6	9	26	28	39	49
1992	Saturday, March 10, 2018	1	4	7	11	12	25
1991	Wednesday, March 07, 2018	5	19	23	38	42	48
1990	Saturday, March 03, 2018	5	19	20	22	28	38
1989	Wednesday, February 28, 2018	4	16	28	36	37	39
1988	Saturday, February 24, 2018	11	13	25	39	48	49
1987	Wednesday, February 21, 2018	4	5	10	29	32	48
1986	Saturday, February 17, 2018	9	22	30	35	42	44
1985	Wednesday, February 14, 2018	10	12	34	35	39	48
1984	Saturday, February 10, 2018	3	15	18	22	25	41
1983	Wednesday, February 07, 2018	11	19	27	35	36	46
1982	Saturday, February 03, 2018	14	21	35	39	42	46
1981	Wednesday, January 31, 2018	10	11	30	35	40	45
1980	Saturday, January 27, 2018	15	34	35	36	44	46
1979	Wednesday, January 24, 2018	2	10	13	18	30	33
1978	Saturday, January 20, 2018	9	13	17	18	24	25
1977	Wednesday, January 17, 2018	4	7	8	17	18	39
1976	Saturday, January 13, 2018	4	10	25	29	38	41
1975	Wednesday, January 10, 2018	5	6	10	12	14	29
1974	Saturday, January 06, 2018	7	8	10	35	45	48
1973	Wednesday, January 03, 2018	8	15	29	33	35	37
1972	Saturday, December 30, 2017	10	19	21	26	34	41
1971	Wednesday, December 27, 2017	10	13	18	22	26	37
1970	Saturday, December 23, 2017	2	14	19	21	45	47
1969	Wednesday, December 20, 2017	3	16	33	39	45	47
1968	Saturday, December 16, 2017	1	10	18	20	23	45
1967	Wednesday, December 13, 2017	4	14	25	26	34	35
1966	Saturday, December 09, 2017	16	19	25	31	34	40
1965	Wednesday, December 06, 2017	8	14	20	21	25	47
1964	Saturday, December 02, 2017	11	23	38	43	45	46
1963	Wednesday, November 29, 2017	12	15	20	23	29	42
1962	Saturday, November 25, 2017	22	27	34	40	41	45
1961	Wednesday, November 22, 2017	5	6	23	26	45	46
1960	Saturday, November 18, 2017	1	7	19	23	34	43
1959	Wednesday, November 15, 2017	35	38	39	41	45	48
1958	Saturday, November 11, 2017	7	11	12	14	41	46
1957	Wednesday, November 08, 2017	8	13	15	17	25	42
1956	Saturday, November 04, 2017	13	16	17	20	34	49
1955	Wednesday, November 01, 2017	2	4	13	27	29	49
1954	Saturday, October 28, 2017	3	12	21	23	35	36
1953	Wednesday, October 25, 2017	6	10	31	35	44	45
1952	Saturday, October 21, 2017	2	22	33	36	44	49
1951	Wednesday, October 18, 2017	2	8	9	31	32	35
1950	Saturday, October 14, 2017	1	4	20	27	30	34
1949	Wednesday, October 11, 2017	10	11	13	20	22	47
1948	Saturday, October 07, 2017	6	28	32	34	36	46
1947	Wednesday, October 04, 2017	1	16	18	20	22	41
1946	Saturday, September 30, 2017	1	15	18	21	33	35
1945	Wednesday, September 27, 2017	29	32	34	38	44	47
1944	Saturday, September 23, 2017	11	24	28	30	31	32
1943	Wednesday, September 20, 2017	8	9	15	30	32	35
1942	Saturday, September 16, 2017	4	8	15	20	22	46
1941	Wednesday, September 13, 2017	3	6	12	15	27	44
1940	Saturday, September 09, 2017	11	15	19	25	32	39
1939	Wednesday, September 06, 2017	6	9	23	28	33	48
1938	Saturday, September 02, 2017	8	14	23	31	34	48
1937	Wednesday, August 30, 2017	2	8	15	34	43	47
1936	Saturday, August 26, 2017	3	6	14	15	21	49
1935	Wednesday, August 23, 2017	1	4	10	28	39	40
1934	Saturday, August 19, 2017	1	4	11	12	25	40
1933	Wednesday, August 16, 2017	2	31	35	40	48	49
1932	Saturday, August 12, 2017	16	17	20	21	28	29
1931	Wednesday, August 09, 2017	8	14	16	17	19	37
1930	Saturday, August 05, 2017	25	31	33	37	39	42
1929	Wednesday, August 02, 2017	5	16	17	22	40	46
1928	Saturday, July 29, 2017	16	21	22	23	29	31
1927	Wednesday, July 26, 2017	19	23	26	27	37	46
1926	Saturday, July 22, 2017	10	13	14	15	19	35
1925	Wednesday, July 19, 2017	14	15	23	30	32	34
1924	Saturday, July 15, 2017	1	7	9	29	39	43
1923	Wednesday, July 12, 2017	6	11	16	23	24	39
1922	Saturday, July 08, 2017	2	16	24	26	29	33
1921	Wednesday, July 05, 2017	7	10	12	13	26	42
1920	Saturday, July 01, 2017	4	13	27	33	36	48
1919	Wednesday, June 28, 2017	13	14	16	30	31	48
1918	Saturday, June 24, 2017	12	18	21	27	37	43
1917	Wednesday, June 21, 2017	9	15	19	28	29	38
1916	Saturday, June 17, 2017	1	5	22	23	28	46
1915	Wednesday, June 14, 2017	6	17	19	20	24	46
1914	Saturday, June 10, 2017	2	5	17	26	27	40
1913	Wednesday, June 07, 2017	1	3	13	17	19	45
1912	Saturday, June 03, 2017	5	13	24	30	37	46
1911	Wednesday, May 31, 2017	5	10	16	21	37	40
1910	Saturday, May 27, 2017	8	14	18	27	39	47
1909	Wednesday, May 24, 2017	10	11	13	23	38	45
1908	Saturday, May 20, 2017	1	10	14	17	36	38
1907	Wednesday, May 17, 2017	6	16	31	37	43	47
1906	Saturday, May 13, 2017	13	21	24	38	39	47
1905	Wednesday, May 10, 2017	14	15	28	38	39	40
1904	Saturday, May 06, 2017	10	16	19	31	45	49
1903	Wednesday, May 03, 2017	2	6	14	26	30	42
1902	Saturday, April 29, 2017	2	3	13	27	45	47
1901	Wednesday, April 26, 2017	3	15	34	37	39	48
1900	Saturday, April 22, 2017	12	16	29	33	39	46
1899	Wednesday, April 19, 2017	5	15	16	19	20	45
1898	Saturday, April 15, 2017	7	10	16	27	47	49
1897	Wednesday, April 12, 2017	2	9	23	28	47	48
1896	Saturday, April 08, 2017	7	15	27	31	38	41
1895	Wednesday, April 05, 2017	2	4	17	20	23	28
1894	Saturday, April 01, 2017	3	7	11	16	18	28
1893	Wednesday, March 29, 2017	2	8	21	29	34	41
1892	Saturday, March 25, 2017	4	8	12	16	38	45
1891	Wednesday, March 22, 2017	3	5	11	17	19	34
1890	Saturday, March 18, 2017	1	3	14	17	23	30
1889	Wednesday, March 15, 2017	4	22	28	32	40	45
1888	Saturday, March 11, 2017	3	14	24	27	28	37
1887	Wednesday, March 08, 2017	8	13	19	27	45	49
1886	Saturday, March 04, 2017	4	9	24	28	32	40
1885	Wednesday, March 01, 2017	11	12	20	31	40	46
1884	Saturday, February 25, 2017	3	6	7	8	23	45
1883	Wednesday, February 22, 2017	5	15	30	37	38	45
1882	Saturday, February 18, 2017	5	13	16	20	33	37
1881	Wednesday, February 15, 2017	4	12	14	36	44	49
1880	Saturday, February 11, 2017	10	11	12	20	30	43
1879	Wednesday, February 08, 2017	3	6	9	13	35	37
1878	Saturday, February 04, 2017	1	6	13	28	30	39
1877	Wednesday, February 01, 2017	5	11	20	21	34	41
1876	Saturday, January 28, 2017	4	14	22	33	42	49
1875	Wednesday, January 25, 2017	8	26	27	34	35	40
1874	Saturday, January 21, 2017	12	17	22	33	36	48
1873	Wednesday, January 18, 2017	3	19	27	28	35	38
1872	Saturday, January 14, 2017	2	10	17	34	40	41
1871	Wednesday, January 11, 2017	8	9	10	24	26	47
1870	Saturday, January 07, 2017	14	18	27	37	40	41
1869	Wednesday, January 04, 2017	6	10	26	35	47	49
1868	Saturday, December 31, 2016	4	8	18	30	34	36
1867	Wednesday, December 28, 2016	5	16	25	26	33	49
1866	Saturday, December 24, 2016	14	19	22	23	25	35
1865	Wednesday, December 21, 2016	7	11	22	30	41	43
1864	Saturday, December 17, 2016	20	24	28	29	46	49
1863	Wednesday, December 14, 2016	3	16	24	34	41	47
1862	Saturday, December 10, 2016	2	11	30	39	42	49
1861	Wednesday, December 07, 2016	7	11	22	24	26	30
1860	Saturday, December 03, 2016	9	27	32	36	38	41
1859	Wednesday, November 30, 2016	5	27	36	37	42	45
1858	Saturday, November 26, 2016	7	26	27	29	43	44
1857	Wednesday, November 23, 2016	6	11	13	32	40	44
1856	Saturday, November 19, 2016	13	15	18	20	35	49
1855	Wednesday, November 16, 2016	11	12	13	16	30	37
1854	Saturday, November 12, 2016	7	8	17	24	30	44
1853	Wednesday, November 09, 2016	12	18	24	30	45	47
1852	Saturday, November 05, 2016	6	17	23	25	26	41
1851	Wednesday, November 02, 2016	15	25	40	41	46	48
1850	Saturday, October 29, 2016	6	8	9	38	39	46
1849	Wednesday, October 26, 2016	4	5	25	31	40	47
1848	Saturday, October 22, 2016	8	10	11	41	42	49
1847	Wednesday, October 19, 2016	10	14	28	33	35	42
1846	Saturday, October 15, 2016	1	6	24	37	39	49
1845	Wednesday, October 12, 2016	9	10	31	35	46	47
1844	Saturday, October 08, 2016	10	23	28	42	44	47
1843	Wednesday, October 05, 2016	7	8	23	27	30	48
1842	Saturday, October 01, 2016	3	8	21	23	28	39
1841	Wednesday, September 28, 2016	6	15	20	32	41	49
1840	Saturday, September 24, 2016	1	8	15	35	42	46
1839	Wednesday, September 21, 2016	2	8	11	12	14	18
1838	Saturday, September 17, 2016	6	10	13	14	23	49
1837	Wednesday, September 14, 2016	8	13	24	27	45	48
1836	Saturday, September 10, 2016	5	25	29	38	46	48
1835	Wednesday, September 07, 2016	8	20	22	23	33	46
1834	Saturday, September 03, 2016	3	9	20	21	35	37
1833	Wednesday, August 31, 2016	3	7	18	22	25	43
1832	Saturday, August 27, 2016	3	8	9	19	27	46
1831	Wednesday, August 24, 2016	7	13	17	19	48	49
1830	Saturday, August 20, 2016	9	28	32	36	38	42
1829	Wednesday, August 17, 2016	16	22	25	32	36	46
1828	Saturday, August 13, 2016	3	5	8	36	38	45
1827	Wednesday, August 10, 2016	3	20	21	41	47	49
1826	Saturday, August 06, 2016	7	10	26	27	34	42
1825	Wednesday, August 03, 2016	2	12	13	14	20	21
1824	Saturday, July 30, 2016	10	21	31	35	36	47
1823	Wednesday, July 27, 2016	11	15	21	24	33	48
1822	Saturday, July 23, 2016	7	25	28	38	41	47
1821	Wednesday, July 20, 2016	12	13	19	28	37	41
1820	Saturday, July 16, 2016	7	14	17	23	26	33
1819	Wednesday, July 13, 2016	1	3	18	20	30	41
1818	Saturday, July 09, 2016	3	23	39	44	47	49
1817	Wednesday, July 06, 2016	3	27	28	35	45	46
1816	Saturday, July 02, 2016	2	5	6	31	35	41
1815	Wednesday, June 29, 2016	3	6	7	16	21	41
1814	Saturday, June 25, 2016	21	30	39	40	45	47
1813	Wednesday, June 22, 2016	1	5	13	29	44	45
1812	Saturday, June 18, 2016	10	14	19	31	35	47
1811	Wednesday, June 15, 2016	4	9	35	39	42	49
1810	Saturday, June 11, 2016	2	7	21	30	47	48
1809	Wednesday, June 08, 2016	5	11	15	16	37	39
1808	Saturday, June 04, 2016	19	21	23	30	34	46
1807	Wednesday, June 01, 2016	1	11	17	18	26	28
1806	Saturday, May 28, 2016	13	16	22	27	34	47
1805	Wednesday, May 25, 2016	3	9	14	20	21	45
1804	Saturday, May 21, 2016	6	11	19	33	42	45
1803	Wednesday, May 18, 2016	18	24	26	33	35	36
1802	Saturday, May 14, 2016	2	10	29	32	39	48
1801	Wednesday, May 11, 2016	8	10	18	19	20	34
1800	Saturday, May 07, 2016	7	9	18	35	38	46
1799	Wednesday, May 04, 2016	17	22	24	34	36	48
1798	Saturday, April 30, 2016	5	8	12	16	44	47
1797	Wednesday, April 27, 2016	1	2	9	22	35	46
1796	Saturday, April 23, 2016	1	11	12	13	17	37
1795	Wednesday, April 20, 2016	4	22	25	27	36	39
1794	Saturday, April 16, 2016	23	39	43	44	45	48
1793	Wednesday, April 13, 2016	13	15	18	31	43	44
1792	Saturday, April 09, 2016	1	21	33	34	44	49
1791	Wednesday, April 06, 2016	9	10	15	24	27	31
1790	Saturday, April 02, 2016	4	28	29	30	35	36
1789	Wednesday, March 30, 2016	7	12	13	16	21	32
1788	Saturday, March 26, 2016	4	17	21	25	29	33
1787	Wednesday, March 23, 2016	9	18	19	30	35	41
1786	Saturday, March 19, 2016	2	4	6	7	42	43
1785	Wednesday, March 16, 2016	4	22	28	33	38	45
1784	Saturday, March 12, 2016	13	22	25	26	41	42
1783	Wednesday, March 09, 2016	19	28	32	37	44	47
1782	Saturday, March 05, 2016	16	25	34	36	42	43
1781	Wednesday, March 02, 2016	11	16	25	37	41	44
1780	Saturday, February 27, 2016	1	6	28	42	44	46
1779	Wednesday, February 24, 2016	6	9	27	28	36	39
1778	Saturday, February 20, 2016	5	16	22	28	29	39
1777	Wednesday, February 17, 2016	4	5	9	14	40	42
1776	Saturday, February 13, 2016	7	11	14	18	36	40
1775	Wednesday, February 10, 2016	9	15	36	44	45	48
1774	Saturday, February 06, 2016	1	14	19	23	38	40
1773	Wednesday, February 03, 2016	7	18	19	25	40	44
1772	Saturday, January 30, 2016	8	14	35	40	41	43
1771	Wednesday, January 27, 2016	11	13	15	36	37	44
1770	Saturday, January 23, 2016	7	13	20	22	30	36
1769	Wednesday, January 20, 2016	6	12	18	21	30	36
1768	Saturday, January 16, 2016	2	5	10	26	27	37
1767	Wednesday, January 13, 2016	6	16	17	24	31	34
1766	Saturday, January 09, 2016	9	10	29	34	36	40
1765	Wednesday, January 06, 2016	20	21	29	32	37	46
1764	Saturday, January 02, 2016	1	26	27	28	31	32
1763	Wednesday, December 30, 2015	3	6	9	17	34	36
1762	Saturday, December 26, 2015	8	15	27	31	36	48
1761	Wednesday, December 23, 2015	7	12	14	26	36	42
1760	Saturday, December 19, 2015	3	17	18	38	40	47
1759	Wednesday, December 16, 2015	6	35	36	37	38	46
1758	Saturday, December 12, 2015	13	25	35	36	41	43
1757	Wednesday, December 09, 2015	17	19	23	27	28	32
1756	Saturday, December 05, 2015	7	16	27	31	33	35
1755	Wednesday, December 02, 2015	3	7	10	14	28	43
1754	Saturday, November 28, 2015	3	11	21	38	42	48
1753	Wednesday, November 25, 2015	3	15	17	26	43	44
1752	Saturday, November 21, 2015	9	15	26	31	37	41
1751	Wednesday, November 18, 2015	3	10	38	39	43	46
1750	Saturday, November 14, 2015	16	24	34	44	45	48
1749	Wednesday, November 11, 2015	18	23	29	33	34	42
1748	Saturday, November 07, 2015	4	6	9	10	12	28
1747	Wednesday, November 04, 2015	4	19	24	26	32	41
1746	Saturday, October 31, 2015	8	9	34	40	45	46
1745	Wednesday, October 28, 2015	3	10	14	24	38	42
1744	Saturday, October 24, 2015	4	8	13	15	21	43
1743	Wednesday, October 21, 2015	5	28	37	43	44	45
1742	Saturday, October 17, 2015	1	13	21	24	27	35
1741	Wednesday, October 14, 2015	2	15	26	27	32	47
1740	Saturday, October 10, 2015	3	9	18	19	25	27
1739	Wednesday, October 07, 2015	14	16	19	25	32	41
1738	Saturday, October 03, 2015	24	31	40	44	45	49
1737	Wednesday, September 30, 2015	1	18	22	30	33	39
1736	Saturday, September 26, 2015	1	16	27	34	38	39
1735	Wednesday, September 23, 2015	5	13	14	15	18	39
1734	Saturday, September 19, 2015	13	18	22	33	38	41
1733	Wednesday, September 16, 2015	1	4	20	31	43	48
1732	Saturday, September 12, 2015	4	7	8	28	32	35
1731	Wednesday, September 09, 2015	4	5	13	17	29	31
1730	Saturday, September 05, 2015	6	19	20	22	28	33
1729	Wednesday, September 02, 2015	5	8	19	31	41	48
1728	Saturday, August 29, 2015	13	22	23	25	35	44
1727	Wednesday, August 26, 2015	2	9	21	24	32	36
1726	Saturday, August 22, 2015	1	25	28	34	35	37
1725	Wednesday, August 19, 2015	3	10	12	22	44	45
1724	Saturday, August 15, 2015	7	8	20	30	33	46
1723	Wednesday, August 12, 2015	14	32	35	37	38	40
1722	Saturday, August 08, 2015	25	29	31	34	41	45
1721	Wednesday, August 05, 2015	7	12	24	25	37	44
1720	Saturday, August 01, 2015	4	10	21	30	39	48
1719	Wednesday, July 29, 2015	9	10	17	34	41	43
1718	Saturday, July 25, 2015	11	12	21	24	31	48
1717	Wednesday, July 22, 2015	15	25	28	36	42	46
1716	Saturday, July 18, 2015	1	5	7	25	35	47
1715	Wednesday, July 15, 2015	3	8	25	32	39	49
1714	Saturday, July 11, 2015	6	10	23	29	46	48
1713	Wednesday, July 08, 2015	3	17	23	25	26	31
1712	Saturday, July 04, 2015	4	16	30	41	42	44
1711	Wednesday, July 01, 2015	1	5	11	37	39	44
1710	Saturday, June 27, 2015	8	22	31	36	46	48
1709	Wednesday, June 24, 2015	4	19	20	32	34	48
1708	Saturday, June 20, 2015	12	17	19	28	35	39
1707	Wednesday, June 17, 2015	3	8	11	39	42	49
1706	Saturday, June 13, 2015	1	3	6	19	34	36
1705	Wednesday, June 10, 2015	10	17	22	24	36	46
1704	Saturday, June 06, 2015	5	7	27	29	31	44
1703	Wednesday, June 03, 2015	4	7	8	15	21	48
1702	Saturday, May 30, 2015	3	11	13	42	47	49
1701	Wednesday, May 27, 2015	4	6	8	19	23	30
1700	Saturday, May 23, 2015	4	6	19	29	37	47
1699	Wednesday, May 20, 2015	4	23	25	28	40	44
1698	Saturday, May 16, 2015	5	15	24	28	30	38
1697	Wednesday, May 13, 2015	11	13	26	36	44	45
1696	Saturday, May 09, 2015	15	16	32	33	40	48
1695	Wednesday, May 06, 2015	4	7	9	38	40	47
1694	Saturday, May 02, 2015	16	22	24	27	32	33
1693	Wednesday, April 29, 2015	18	23	32	37	38	47
1692	Saturday, April 25, 2015	3	14	21	28	29	49
1691	Wednesday, April 22, 2015	10	26	30	35	39	42
1690	Saturday, April 18, 2015	3	16	17	25	34	39
1689	Wednesday, April 15, 2015	5	8	9	13	20	35
1688	Saturday, April 11, 2015	1	7	8	22	24	30
1687	Wednesday, April 08, 2015	10	13	14	16	48	49
1686	Saturday, April 04, 2015	4	9	17	23	41	42
1685	Wednesday, April 01, 2015	1	6	36	39	40	43
1684	Saturday, March 28, 2015	21	25	27	34	39	46
1683	Wednesday, March 25, 2015	9	11	16	17	31	41
1682	Saturday, March 21, 2015	2	5	9	30	37	40
1681	Wednesday, March 18, 2015	9	11	21	23	32	42
1680	Saturday, March 14, 2015	6	9	12	26	40	43
1679	Wednesday, March 11, 2015	14	29	34	45	47	48
1678	Saturday, March 07, 2015	1	15	20	27	34	42
1677	Wednesday, March 04, 2015	4	9	17	26	35	49
1676	Saturday, February 28, 2015	3	20	21	36	39	48
1675	Wednesday, February 25, 2015	2	20	24	29	46	49
1674	Saturday, February 21, 2015	2	11	15	26	29	34
1673	Wednesday, February 18, 2015	8	28	35	42	44	46
1672	Saturday, February 14, 2015	2	25	34	35	44	47
1671	Wednesday, February 11, 2015	4	13	15	18	31	43
1670	Saturday, February 07, 2015	10	16	19	24	43	45
1669	Wednesday, February 04, 2015	6	8	25	34	37	41
1668	Saturday, January 31, 2015	10	23	32	35	39	42
1667	Wednesday, January 28, 2015	6	17	31	34	36	42
1666	Saturday, January 24, 2015	16	19	23	32	33	34
1665	Wednesday, January 21, 2015	5	11	16	29	30	43
1664	Saturday, January 17, 2015	3	4	17	20	27	49
1663	Wednesday, January 14, 2015	6	8	19	24	29	42
1662	Saturday, January 10, 2015	19	22	33	35	37	38
1661	Wednesday, January 07, 2015	20	24	26	40	41	48
1660	Saturday, January 03, 2015	7	12	16	34	36	43
1659	Wednesday, December 31, 2014	7	14	22	38	47	49
1658	Saturday, December 27, 2014	2	12	13	23	27	28
1657	Wednesday, December 24, 2014	15	25	26	35	44	45
1656	Saturday, December 20, 2014	1	13	14	36	44	49
1655	Wednesday, December 17, 2014	19	22	33	39	41	45
1654	Saturday, December 13, 2014	3	13	15	23	35	47
1653	Wednesday, December 10, 2014	10	11	16	23	36	40
1652	Saturday, December 06, 2014	5	11	12	31	35	38
1651	Wednesday, December 03, 2014	20	21	30	32	37	48
1650	Saturday, November 29, 2014	4	17	19	21	31	42
1649	Wednesday, November 26, 2014	14	21	23	31	35	44
1648	Saturday, November 22, 2014	7	11	28	34	46	49
1647	Wednesday, November 19, 2014	8	11	18	19	23	44
1646	Saturday, November 15, 2014	2	8	21	24	38	43
1645	Wednesday, November 12, 2014	3	12	30	31	38	42
1644	Saturday, November 08, 2014	16	23	25	29	31	44
1643	Wednesday, November 05, 2014	5	10	26	37	38	49
1642	Saturday, November 01, 2014	4	8	18	23	42	49
1641	Wednesday, October 29, 2014	1	6	12	18	28	30
1640	Saturday, October 25, 2014	2	9	11	36	45	47
1639	Wednesday, October 22, 2014	11	18	19	25	30	43
1638	Saturday, October 18, 2014	7	21	23	25	32	35
1637	Wednesday, October 15, 2014	17	18	34	44	46	47
1636	Saturday, October 11, 2014	11	15	27	28	37	47
1635	Wednesday, October 08, 2014	18	20	23	33	35	38
1634	Saturday, October 04, 2014	1	12	19	25	35	48
1633	Wednesday, October 01, 2014	3	9	40	43	45	46
1632	Saturday, September 27, 2014	9	15	16	28	34	48
1631	Wednesday, September 24, 2014	2	14	17	24	30	35
1630	Saturday, September 20, 2014	12	15	21	22	25	29
1629	Wednesday, September 17, 2014	3	16	21	32	34	47
1628	Saturday, September 13, 2014	6	7	20	28	43	47
1627	Wednesday, September 10, 2014	7	24	35	38	45	47
1626	Saturday, September 06, 2014	9	17	19	44	45	49
1625	Wednesday, September 03, 2014	7	13	33	35	37	49
1624	Saturday, August 30, 2014	29	34	40	42	44	47
1623	Wednesday, August 27, 2014	4	9	15	31	35	43
1622	Saturday, August 23, 2014	12	24	27	31	44	47
1621	Wednesday, August 20, 2014	2	12	13	15	34	36
1620	Saturday, August 16, 2014	10	17	21	29	45	46
1619	Wednesday, August 13, 2014	3	11	25	29	31	33
1618	Saturday, August 09, 2014	2	11	14	15	24	41
1617	Wednesday, August 06, 2014	6	17	23	29	31	40
1616	Saturday, August 02, 2014	3	11	14	18	24	32
1615	Wednesday, July 30, 2014	2	10	12	41	44	49
1614	Saturday, July 26, 2014	9	26	29	35	39	41
1613	Wednesday, July 23, 2014	4	20	26	30	32	37
1612	Saturday, July 19, 2014	1	7	14	16	38	42
1611	Wednesday, July 16, 2014	12	18	24	29	35	49
1610	Saturday, July 12, 2014	6	10	11	21	27	40
1609	Wednesday, July 09, 2014	2	3	12	16	20	39
1608	Saturday, July 05, 2014	1	6	23	25	34	44
1607	Wednesday, July 02, 2014	3	10	19	23	28	33
1606	Saturday, June 28, 2014	2	9	12	28	44	47
1605	Wednesday, June 25, 2014	1	24	25	35	38	39
1604	Saturday, June 21, 2014	1	15	17	19	22	49
1603	Wednesday, June 18, 2014	6	18	20	26	27	47
1602	Saturday, June 14, 2014	21	25	39	41	42	43
1601	Wednesday, June 11, 2014	11	12	31	42	46	49
1600	Saturday, June 07, 2014	9	11	20	28	30	41
1599	Wednesday, June 04, 2014	7	11	30	36	37	41
1598	Saturday, May 31, 2014	11	13	16	23	29	35
1597	Wednesday, May 28, 2014	8	14	15	23	34	43
1596	Saturday, May 24, 2014	2	13	22	25	34	39
1595	Wednesday, May 21, 2014	3	4	11	13	36	43
1594	Saturday, May 17, 2014	4	6	28	38	41	42
1593	Wednesday, May 14, 2014	9	11	16	19	23	34
1592	Saturday, May 10, 2014	3	11	22	33	34	41
1591	Wednesday, May 07, 2014	4	11	20	35	40	41
1590	Saturday, May 03, 2014	2	11	15	26	30	47
1589	Wednesday, April 30, 2014	4	13	16	17	34	44
1588	Saturday, April 26, 2014	6	22	32	37	47	48
1587	Wednesday, April 23, 2014	16	24	26	30	46	48
1586	Saturday, April 19, 2014	18	21	26	27	31	35
1585	Wednesday, April 16, 2014	2	5	9	32	35	37
1584	Saturday, April 12, 2014	4	10	20	23	32	37
1583	Wednesday, April 09, 2014	2	19	22	27	33	44
1582	Saturday, April 05, 2014	1	25	29	32	40	46
1581	Wednesday, April 02, 2014	1	16	23	31	34	35
1580	Saturday, March 29, 2014	12	14	23	36	43	44
1579	Wednesday, March 26, 2014	8	17	23	24	31	37
1578	Saturday, March 22, 2014	3	8	13	14	21	46
1577	Wednesday, March 19, 2014	4	8	10	17	29	36
1576	Saturday, March 15, 2014	8	10	27	44	48	49
1575	Wednesday, March 12, 2014	9	15	17	38	39	40
1574	Saturday, March 08, 2014	6	8	21	23	42	49
1573	Wednesday, March 05, 2014	2	5	10	17	20	45
1572	Saturday, March 01, 2014	3	16	21	27	32	40
1571	Wednesday, February 26, 2014	3	9	14	21	33	46
